code,label
"
#include <stdio.h>
#include <stdlib.h>

// Structure for a tree node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to calculate diameter of a binary tree
int diameter(struct Node* root, int* height) {
    int leftHeight = 0, rightHeight = 0;
    int leftDiameter = 0, rightDiameter = 0;

    if (root == NULL) {
        *height = 0;
        return 0;
    }

    leftDiameter = diameter(root->left, &leftHeight);
    rightDiameter = diameter(root->right, &rightHeight);

    *height = (leftHeight > rightHeight ? leftHeight : rightHeight) + 1;

    return (leftHeight + rightHeight + 1) > (leftDiameter > rightDiameter ? leftDiameter : rightDiameter) 
           ? (leftHeight + rightHeight + 1) 
           : (leftDiameter > rightDiameter ? leftDiameter : rightDiameter);
}

// Main function to test diameter function
int main() {
    // Create a sample tree
    struct Node* root = createNode(1);
    root->left = createNode(2);
    root->right = createNode(3);
    root->left->left = createNode(4);
    root->left->right = createNode(5);
    root->left->right->left = createNode(6);
    root->left->right->right = createNode(7);

    int height = 0;
    int treeDiameter = diameter(root, &height);

    printf(""Diameter of the binary tree is: %d
"", treeDiameter);

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>
#include <limits.h>

// Structure for a tree node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to check if tree is height-balanced
bool isBalanced(struct Node* root, int* height) {
    int leftHeight = 0, rightHeight = 0;
    bool leftBalanced = false, rightBalanced = false;

    if (root == NULL) {
        *height = 0;
        return true;
    }

    leftBalanced = isBalanced(root->left, &leftHeight);
    rightBalanced = isBalanced(root->right, &rightHeight);

    *height = (leftHeight > rightHeight ? leftHeight : rightHeight) + 1;

    if (abs(leftHeight - rightHeight) > 1)
        return false;

    return leftBalanced && rightBalanced;
}

// Main function to test balanced tree function
int main() {
    // Create a balanced tree
    struct Node* root1 = createNode(1);
    root1->left = createNode(2);
    root1->right = createNode(3);
    root1->left->left = createNode(4);
    root1->left->right = createNode(5);

    // Create an unbalanced tree
    struct Node* root2 = createNode(1);
    root2->left = createNode(2);
    root2->left->left = createNode(3);
    root2->left->left->left = createNode(4);

    int height = 0;

    printf(""Tree1 is %s
"", isBalanced(root1, &height) ? ""balanced"" : ""not balanced"");
    printf(""Tree2 is %s
"", isBalanced(root2, &height) ? ""balanced"" : ""not balanced"");

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>

// Structure for a tree node with next pointer
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
    struct Node* next; // Pointer to next node at same level
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    newNode->next = NULL;
    return newNode;
}

// Function to connect nodes at same level
void connectNodesAtSameLevel(struct Node* root) {
    if (root == NULL)
        return;

    // Create a queue for level order traversal
    struct Node* queue[100];
    int front = 0, rear = 0;
    queue[rear++] = root;

    while (front < rear) {
        int levelSize = rear - front;
        for (int i = 0; i < levelSize; i++) {
            struct Node* current = queue[front++];

            // Connect to next node in same level
            if (i < levelSize - 1)
                current->next = queue[front];
            else
                current->next = NULL;

            // Enqueue children
            if (current->left)
                queue[rear++] = current->left;
            if (current->right)
                queue[rear++] = current->right;
        }
    }
}

// Main function to test connect nodes function
int main() {
    // Create a sample tree
    struct Node* root = createNode(1);
    root->left = createNode(2);
    root->right = createNode(3);
    root->left->left = createNode(4);
    root->left->right = createNode(5);
    root->right->left = createNode(6);
    root->right->right = createNode(7);

    connectNodesAtSameLevel(root);

    printf(""Connections at same level:
"");
    printf(""1 -> %s
"", root->next ? ""next"" : ""NULL"");
    printf(""2 -> %d
"", root->left->next->data);
    printf(""3 -> %s
"", root->right->next ? ""next"" : ""NULL"");
    printf(""4 -> %d
"", root->left->left->next->data);

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>

// Structure for a tree node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to print nodes at distance k from root
void printNodesAtDistanceK(struct Node* root, int k) {
    if (root == NULL)
        return;
    if (k == 0) {
        printf(""%d "", root->data);
        return;
    }
    printNodesAtDistanceK(root->left, k - 1);
    printNodesAtDistanceK(root->right, k - 1);
}

// Main function to test nodes at distance function
int main() {
    // Create a sample tree
    struct Node* root = createNode(1);
    root->left = createNode(2);
    root->right = createNode(3);
    root->left->left = createNode(4);
    root->left->right = createNode(5);
    root->right->left = createNode(6);
    root->right->right = createNode(7);

    int k = 2;
    printf(""Nodes at distance %d from root: "", k);
    printNodesAtDistanceK(root, k);
    printf(""
"");

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>

// Structure for linked list node
struct ListNode {
    int data;
    struct ListNode* next;
};

// Structure for tree node
struct TreeNode {
    int data;
    struct TreeNode* left;
    struct TreeNode* right;
};

// Function to create new list node
struct ListNode* createListNode(int value) {
    struct ListNode* newNode = (struct ListNode*)malloc(sizeof(struct ListNode));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->next = NULL;
    return newNode;
}

// Function to create new tree node
struct TreeNode* createTreeNode(int value) {
    struct TreeNode* newNode = (struct TreeNode*)malloc(sizeof(struct TreeNode));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to count nodes in linked list
int countListNodes(struct ListNode* head) {
    int count = 0;
    while (head != NULL) {
        count++;
        head = head->next;
    }
    return count;
}

// Function to convert sorted linked list to BST
struct TreeNode* sortedListToBST(struct ListNode** head_ref, int n) {
    if (n <= 0)
        return NULL;

    // Recursively construct left subtree
    struct TreeNode* left = sortedListToBST(head_ref, n/2);

    // Allocate memory for root and link left subtree
    struct TreeNode* root = createTreeNode((*head_ref)->data);
    root->left = left;

    // Move head pointer to next node
    *head_ref = (*head_ref)->next;

    // Recursively construct right subtree
    root->right = sortedListToBST(head_ref, n - n/2 - 1);

    return root;
}

// Helper function for inorder traversal
void inorder(struct TreeNode* root) {
    if (root == NULL)
        return;
    inorder(root->left);
    printf(""%d "", root->data);
    inorder(root->right);
}

// Main function to test sorted list to BST function
int main() {
    // Create a sorted linked list
    struct ListNode* head = createListNode(1);
    head->next = createListNode(2);
    head->next->next = createListNode(3);
    head->next->next->next = createListNode(4);
    head->next->next->next->next = createListNode(5);

    int n = countListNodes(head);
    struct TreeNode* root = sortedListToBST(&head, n);

    printf(""Inorder traversal of constructed BST: "");
    inorder(root);
    printf(""
"");

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>

// Structure for tree node and doubly linked list node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Global variables for DLL conversion
struct Node* head = NULL;
struct Node* prev = NULL;

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to convert binary tree to DLL
void binaryTreeToDLL(struct Node* root) {
    if (root == NULL)
        return;

    // Convert left subtree
    binaryTreeToDLL(root->left);

    // Process current node
    if (prev == NULL) {
        head = root;
    } else {
        root->left = prev;
        prev->right = root;
    }
    prev = root;

    // Convert right subtree
    binaryTreeToDLL(root->right);
}

// Function to print DLL
void printDLL(struct Node* head) {
    while (head != NULL) {
        printf(""%d "", head->data);
        head = head->right;
    }
    printf(""
"");
}

// Main function to test binary tree to DLL function
int main() {
    // Create a sample tree
    struct Node* root = createNode(10);
    root->left = createNode(12);
    root->right = createNode(15);
    root->left->left = createNode(25);
    root->left->right = createNode(30);
    root->right->left = createNode(36);

    binaryTreeToDLL(root);

    printf(""Doubly Linked List: "");
    printDLL(head);

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#include <limits.h>

// Structure for tree node
struct Node {
    int data;
    struct Node* left;
    struct Node* right;
};

// Function to create a new node
struct Node* createNode(int value) {
    struct Node* newNode = (struct Node*)malloc(sizeof(struct Node));
    if (newNode == NULL) {
        printf(""Memory allocation failed!
"");
        exit(1);
    }
    newNode->data = value;
    newNode->left = NULL;
    newNode->right = NULL;
    return newNode;
}

// Function to find maximum sum path between two leaves
int maxSumPathUtil(struct Node* root, int* res) {
    if (root == NULL)
        return 0;

    int left = maxSumPathUtil(root->left, res);
    int right = maxSumPathUtil(root->right, res);

    // Current node's value plus maximum of left and right
    int current = root->data + (left > right ? left : right);

    // Update result if current node is the root of max sum path
    if (root->left != NULL && root->right != NULL) {
        *res = (*res > (root->data + left + right)) ? *res : (root->data + left + right);
        return current;
    }

    return (root->left == NULL) ? right + root->data : left + root->data;
}

// Wrapper function for max sum path
int maxSumPath(struct Node* root) {
    int res = INT_MIN;
    maxSumPathUtil(root, &res);
    return res;
}

// Main function to test max sum path function
int main() {
    // Create a sample tree
    struct Node* root = createNode(-15);
    root->left = createNode(5);
    root->right = createNode(6);
    root->left->left = createNode(-8);
    root->left->right = createNode(1);
    root->left->left->left = createNode(2);
    root->left->left->right = createNode(6);
    root->right->left = createNode(3);
    root->right->right = createNode(9);
    root->right->right->right = createNode(0);
    root->right->right->right->left = createNode(4);
    root->right->right->right->right = createNode(-1);
    root->right->right->right->right->left = createNode(10);

    printf(""Maximum sum path between two leaves: %d
"", maxSumPath(root));

    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#define MAX 100

// Function to perform DFS
void DFS(int v, int visited[], int adj[][MAX], int V) {
    visited[v] = 1;
    for (int i = 0; i < V; i++) {
        if (adj[v][i] && !visited[i]) {
            DFS(i, visited, adj, V);
        }
    }
}

// Function to count connected components
int countConnectedComponents(int adj[][MAX], int V) {
    int visited[MAX] = {0};
    int count = 0;

    for (int v = 0; v < V; v++) {
        if (!visited[v]) {
            DFS(v, visited, adj, V);
            count++;
        }
    }
    return count;
}

int main() {
    int V = 5;
    int adj[MAX][MAX] = {
        {0, 1, 1, 0, 0},
        {1, 0, 1, 0, 0},
        {1, 1, 0, 0, 0},
        {0, 0, 0, 0, 1},
        {0, 0, 0, 1, 0}
    };

    printf(""Number of connected components: %d
"", 
           countConnectedComponents(adj, V));
    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#define ROW 5
#define COL 5

// Check if cell is valid
int isSafe(int M[][COL], int row, int col, int visited[][COL]) {
    return (row >= 0) && (row < ROW) && (col >= 0) && (col < COL) 
           && (M[row][col] && !visited[row][col]);
}

// DFS for 2D matrix
void DFS(int M[][COL], int row, int col, int visited[][COL]) {
    static int rowNbr[] = {-1, -1, -1, 0, 0, 1, 1, 1};
    static int colNbr[] = {-1, 0, 1, -1, 1, -1, 0, 1};

    visited[row][col] = 1;

    for (int k = 0; k < 8; k++) {
        if (isSafe(M, row + rowNbr[k], col + colNbr[k], visited)) {
            DFS(M, row + rowNbr[k], col + colNbr[k], visited);
        }
    }
}

// Count islands in boolean matrix
int countIslands(int M[][COL]) {
    int visited[ROW][COL] = {0};
    int count = 0;

    for (int i = 0; i < ROW; i++) {
        for (int j = 0; j < COL; j++) {
            if (M[i][j] && !visited[i][j]) {
                DFS(M, i, j, visited);
                count++;
            }
        }
    }
    return count;
}

int main() {
    int M[ROW][COL] = {
        {1, 1, 0, 0, 0},
        {0, 1, 0, 0, 1},
        {1, 0, 0, 1, 1},
        {0, 0, 0, 0, 0},
        {1, 0, 1, 0, 1}
    };

    printf(""Number of islands: %d
"", countIslands(M));
    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>
#define MAX 100

// Detect cycle in undirected graph
bool hasCycleUtil(int v, bool visited[], int parent, int adj[][MAX], int V) {
    visited[v] = true;

    for (int i = 0; i < V; i++) {
        if (adj[v][i]) {
            if (!visited[i]) {
                if (hasCycleUtil(i, visited, v, adj, V))
                    return true;
            }
            else if (i != parent)
                return true;
        }
    }
    return false;
}

bool hasCycle(int adj[][MAX], int V) {
    bool visited[MAX] = {false};

    for (int u = 0; u < V; u++) {
        if (!visited[u]) {
            if (hasCycleUtil(u, visited, -1, adj, V))
                return true;
        }
    }
    return false;
}

int main() {
    int V = 5;
    int adj[MAX][MAX] = {
        {0, 1, 0, 0, 0},
        {1, 0, 1, 1, 0},
        {0, 1, 0, 0, 1},
        {0, 1, 0, 0, 1},
        {0, 0, 1, 1, 0}
    };

    printf(""Graph %s a cycle.
"", hasCycle(adj, V) ? ""contains"" : ""does not contain"");
    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>
#define MAX 100

// Check if Hamiltonian Path exists
bool hamPathUtil(int adj[][MAX], int V, int path[], int pos) {
    if (pos == V) {
        if (adj[path[pos-1]][path[0]] == 1)
            return true;
        else
            return false;
    }

    for (int v = 1; v < V; v++) {
        if (isSafe(v, adj, path, pos)) {
            path[pos] = v;
            if (hamPathUtil(adj, V, path, pos+1))
                return true;
            path[pos] = -1;
        }
    }
    return false;
}

bool isSafe(int v, int adj[][MAX], int path[], int pos) {
    if (adj[path[pos-1]][v] == 0)
        return false;
    for (int i = 0; i < pos; i++)
        if (path[i] == v)
            return false;
    return true;
}

bool hamPath(int adj[][MAX], int V) {
    int path[MAX];
    for (int i = 0; i < V; i++)
        path[i] = -1;

    path[0] = 0;
    if (!hamPathUtil(adj, V, path, 1)) {
        printf(""No Hamiltonian Path exists
"");
        return false;
    }
    return true;
}

int main() {
    int V = 5;
    int adj[MAX][MAX] = {
        {0, 1, 0, 1, 0},
        {1, 0, 1, 1, 1},
        {0, 1, 0, 0, 1},
        {1, 1, 0, 0, 1},
        {0, 1, 1, 1, 0}
    };

    printf(""Hamiltonian Path %s
"", hamPath(adj, V) ? ""exists"" : ""does not exist"");
    return 0;
}
",1
"
#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>
#define MAX 100

// Function to check if all tasks can be completed
bool canFinish(int numTasks, int prerequisites[][2], int prerequisitesSize) {
    int adj[MAX][MAX] = {0};
    int inDegree[MAX] = {0};

    // Build adjacency list and in-degree count
    for (int i = 0; i < prerequisitesSize; i++) {
        int u = prerequisites[i][1];
        int v = prerequisites[i][0];
        adj[u][v] = 1;
        inDegree[v]++;
    }

    // Queue for nodes with 0 in-degree
    int queue[MAX], front = 0, rear = 0;
    for (int i = 0; i < numTasks; i++) {
        if (inDegree[i] == 0) {
            queue[rear++] = i;
        }
    }

    int count = 0;
    while (front < rear) {
        int u = queue[front++];
        count++;

        for (int v = 0; v < numTasks; v++) {
            if (adj[u][v]) {
                if (--inDegree[v] == 0) {
                    queue[rear++] = v;
                }
            }
        }
    }

    return count == numTasks;
}

int main() {
    int numTasks = 4;
    int prerequisites[][2] = {{1,0},{2,1},{3,2}};
    int prerequisitesSize = 3;

    printf(""All tasks can %s be completed
"", 
           canFinish(numTasks, prerequisites, prerequisitesSize) ? """" : ""not"");
    return 0;
}
",1
"
#include <stdio.h>

// Function to calculate sum of sum-series of first N natural numbers
int sumOfSumSeries(int N) {
    return N * (N + 1) * (N + 2) / 6;
}

int main() {
    int N = 5;
    printf(""Sum of sum-series of first %d natural numbers: %d
"", N, sumOfSumSeries(N));
    return 0;
}
",1
"
#include <stdio.h>
#include <stdbool.h>
#include <string.h>

// Function to check if string is binary
bool isBinary(char *str) {
    for (int i = 0; i < strlen(str); i++) {
        if (str[i] != '0' && str[i] != '1')
            return false;
    }
    return true;
}

int main() {
    char str[] = ""1010102"";
    printf(""String ""%s"" is %s binary
"", str, isBinary(str) ? ""a"" : ""not a"");
    return 0;
}
",1
"
#include <stdio.h>

// Function to demonstrate if-else decision making
void checkNumber(int num) {
    if (num > 0) {
        printf(""%d is positive
"", num);
    } 
    else if (num < 0) {
        printf(""%d is negative
"", num);
    }
    else {
        printf(""Number is zero
"");
    }
}

int main() {
    int num = -5;
    checkNumber(num);
    return 0;
}
",1
"
#include <stdio.h>

// Function to check if number is odd or even
void checkOddEven(int num) {
    if (num % 2 == 0) {
        printf(""%d is even
"", num);
    }
    else {
        printf(""%d is odd
"", num);
    }
}

int main() {
    int num = 7;
    checkOddEven(num);
    return 0;
}
",1
"
#include <stdio.h>

// Function to swap two numbers
void swapNumbers(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int main() {
    int a = 5, b = 10;
    printf(""Before swap: a = %d, b = %d
"", a, b);
    swapNumbers(&a, &b);
    printf(""After swap: a = %d, b = %d
"", a, b);
    return 0;
}
",1
"
#include <stdio.h>

// Function to calculate sum of digits
int sumOfDigits(int num) {
    int sum = 0;
    while (num != 0) {
        sum += num % 10;
        num /= 10;
    }
    return sum;
}

int main() {
    int num = 12345;
    printf(""Sum of digits of %d: %d
"", num, sumOfDigits(num));
    return 0;
}
",1
"
#include <stdio.h>
#define ROWS 3
#define COLS 3

// Function to calculate sum of matrix elements
int sumOfMatrix(int mat[ROWS][COLS]) {
    int sum = 0;
    for (int i = 0; i < ROWS; i++) {
        for (int j = 0; j < COLS; j++) {
            sum += mat[i][j];
        }
    }
    return sum;
}

int main() {
    int mat[ROWS][COLS] = {{1, 2, 3}, {4, 5, 6}, {7, 8, 9}};
    printf(""Sum of matrix elements: %d
"", sumOfMatrix(mat));
    return 0;
}
",1
"
#include <stdio.h>
#include <ctype.h>

// Function to check if character is vowel
int isVowel(char ch) {
    ch = tolower(ch);
    return (ch == 'a' || ch == 'e' || ch == 'i' || ch == 'o' || ch == 'u');
}

int main() {
    char ch = 'E';
    printf(""'%c' is %s vowel
"", ch, isVowel(ch) ? ""a"" : ""not a"");
    return 0;
}
",1
"
#include <stdio.h>

// Function to find greatest of three numbers
int greatestOfThree(int a, int b, int c) {
    return (a > b) ? ((a > c) ? a : c) : ((b > c) ? b : c);
}

int main() {
    int a = 10, b = 20, c = 15;
    printf(""Greatest of %d, %d, %d: %d
"", a, b, c, greatestOfThree(a, b, c));
    return 0;
}
",1
"
#include <stdio.h>

// Function to convert lowercase to uppercase
char toUpperCase(char ch) {
    if (ch >= 'a' && ch <= 'z') {
        return ch - 32;
    }
    return ch;
}

int main() {
    char ch = 'h';
    printf(""Uppercase of '%c': '%c'
"", ch, toUpperCase(ch));
    return 0;
}
",1
"
#include <stdio.h>

// Function to print binary representation
void printBinary(unsigned int num) {
    if (num > 1) {
        printBinary(num >> 1);
    }
    printf(""%d"", num & 1);
}

int main() {
    unsigned int num = 10;
    printf(""Binary representation of %d: "", num);
    printBinary(num);
    printf(""
"");
    return 0;
}
",1
"
#include <stdio.h>
#define SIZE 5

// Function to multiply array elements
long multiplyArray(int arr[], int n) {
    long product = 1;
    for (int i = 0; i < n; i++) {
        product *= arr[i];
    }
    return product;
}

int main() {
    int arr[SIZE] = {1, 2, 3, 4, 5};
    printf(""Product of array elements: %ld
"", multiplyArray(arr, SIZE));
    return 0;
}
",1
"
#include <stdio.h>
#define SIZE 10

// Function to calculate sum of odd and even elements
void sumOddEven(int arr[], int n, int *oddSum, int *evenSum) {
    *oddSum = *evenSum = 0;
    for (int i = 0; i < n; i++) {
        if (arr[i] % 2 == 0) {
            *evenSum += arr[i];
        }
        else {
            *oddSum += arr[i];
        }
    }
}

int main() {
    int arr[SIZE] = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    int oddSum, evenSum;
    sumOddEven(arr, SIZE, &oddSum, &evenSum);
    printf(""Sum of odd elements: %d
Sum of even elements: %d
"", oddSum, evenSum);
    return 0;
}
",1
"
#include <stdio.h>

// Function to print diamond pattern
void printDiamond(int n) {
    int space = n - 1;
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < space; j++)
            printf("" "");
        for (int j = 0; j <= i; j++)
            printf(""* "");
        printf(""
"");
        space--;
    }

    space = 1;
    for (int i = n-1; i > 0; i--) {
        for (int j = 0; j < space; j++)
            printf("" "");
        for (int j = 0; j < i; j++)
            printf(""* "");
        printf(""
"");
        space++;
    }
}

int main() {
    int rows = 5;
    printf(""Diamond pattern:
"");
    printDiamond(rows);
    return 0;
}
",1
"#include <stdio.h>
#include <string.h>

// Function to return maximum of two numbers
int max(int a, int b) {
    return (a > b) ? a : b;
}

// Function to find Longest Palindromic Subsequence (LPS)
int LPS(char str[]) {
    int n = strlen(str);
    int dp[n][n];

    // Strings of length 1 are palindromes of length 1
    for (int i = 0; i < n; i++)
        dp[i][i] = 1;

    // Build the table
    for (int cl = 2; cl <= n; cl++) {
        for (int i = 0; i < n - cl + 1; i++) {
            int j = i + cl - 1;
            if (str[i] == str[j] && cl == 2)
                dp[i][j] = 2;
            else if (str[i] == str[j])
                dp[i][j] = 2 + dp[i + 1][j - 1];
            else
                dp[i][j] = max(dp[i][j - 1], dp[i + 1][j]);
        }
    }

    return dp[0][n - 1];
}

// Function to calculate minimum insertions to make string palindrome
int minInsertionsToPalindrome(char str[]) {
    int n = strlen(str);
    int lpsLength = LPS(str);
    return n - lpsLength;
}

int main() {
    char str[100];
    printf(""Enter the string: "");
    scanf(""%s"", str);

    int result = minInsertionsToPalindrome(str);
    printf(""Minimum insertions needed to make the string a palindrome: %d
"", result);

    return 0;
}
",1
"#include <stdio.h>
#include <string.h>

// Function to find the length of the Longest Common Subsequence
int LCS(char *X, char *Y, int m, int n) {
    int L[m + 1][n + 1];

    // Build the LCS table in bottom-up fashion
    for (int i = 0; i <= m; i++) {
        for (int j = 0; j <= n; j++) {
            if (i == 0 || j == 0)
                L[i][j] = 0;
            else if (X[i - 1] == Y[j - 1])
                L[i][j] = 1 + L[i - 1][j - 1];
            else
                L[i][j] = (L[i - 1][j] > L[i][j - 1]) ? L[i - 1][j] : L[i][j - 1];
        }
    }

    return L[m][n];  // Final result: LCS length
}

int main() {
    char X[100], Y[100];

    printf(""Enter first string: "");
    scanf(""%s"", X);

    printf(""Enter second string: "");
    scanf(""%s"", Y);

    int m = strlen(X);
    int n = strlen(Y);

    int lcsLength = LCS(X, Y, m, n);

    printf(""Length of Longest Common Subsequence: %d
"", lcsLength);

    return 0;
}
",1
"#include <stdio.h>
#include <stdlib.h>

#define MAX 100

// Structure to represent an edge
struct Edge {
    int src, dest, weight;
};

// Structure to represent a graph
struct Graph {
    int V, E;
    struct Edge edge[MAX];
};

// Create a graph
struct Graph* createGraph(int V, int E) {
    struct Graph* graph = (struct Graph*)malloc(sizeof(struct Graph));
    graph->V = V;
    graph->E = E;
    return graph;
}

// DFS to check connectivity
void DFS(int v, int visited[], int adj[MAX][MAX], int V) {
    visited[v] = 1;
    for (int i = 0; i < V; i++) {
        if (adj[v][i] && !visited[i]) {
            DFS(i, visited, adj, V);
        }
    }
}

// Check if graph remains connected without a given edge
int isConnected(int adj[MAX][MAX], int V) {
    int visited[MAX] = {0};

    // Find first vertex with non-zero degree
    int i;
    for (i = 0; i < V; i++) {
        int hasEdge = 0;
        for (int j = 0; j < V; j++) {
            if (adj[i][j]) {
                hasEdge = 1;
                break;
            }
        }
        if (hasEdge)
            break;
    }

    if (i == V)
        return 1; // No edges, considered connected

    DFS(i, visited, adj, V);

    // Check if all vertices with non-zero degree are visited
    for (int u = 0; u < V; u++) {
        for (int v = 0; v < V; v++) {
            if (adj[u][v] && !visited[u])
                return 0;
        }
    }
    return 1;
}

// Sort edges in decreasing order by weight
int compare(const void* a, const void* b) {
    return ((struct Edge*)b)->weight - ((struct Edge*)a)->weight;
}

// Reverse Delete Algorithm
int reverseDeleteMST(struct Graph* graph) {
    int V = graph->V, E = graph->E;
    struct Edge* edge = graph->edge;

    // Adjacency matrix for checking connectivity
    int adj[MAX][MAX] = {0};

    // Build initial graph
    for (int i = 0; i < E; i++) {
        adj[edge[i].src][edge[i].dest] = edge[i].weight;
        adj[edge[i].dest][edge[i].src] = edge[i].weight;
    }

    // Sort edges in decreasing order
    qsort(edge, E, sizeof(edge[0]), compare);

    int mstWeight = 0;

    for (int i = 0; i < E; i++) {
        // Remove edge
        int u = edge[i].src;
        int v = edge[i].dest;
        int w = edge[i].weight;

        adj[u][v] = 0;
        adj[v][u] = 0;

        // Check if still connected
        if (!isConnected(adj, V)) {
            // Restore the edge if disconnected
            adj[u][v] = w;
            adj[v][u] = w;
            mstWeight += w;
        }
    }

    return mstWeight;
}

int main() {
    int V, E;
    printf(""Enter number of vertices and edges: "");
    scanf(""%d %d"", &V, &E);

    struct Graph* graph = createGraph(V, E);

    printf(""Enter each edge in format: src dest weight
"");
    for (int i = 0; i < E; i++) {
        scanf(""%d %d %d"", &graph->edge[i].src, &graph->edge[i].dest, &graph->edge[i].weight);
    }

    int mstWeight = reverseDeleteMST(graph);
    printf(""Weight of the Minimum Spanning Tree is: %d
"", mstWeight);

    return 0;
}
",1
"#include <stdio.h>

int main() {
    int V, E;

    printf(""Enter number of vertices: "");
    scanf(""%d"", &V);

    printf(""Enter number of existing edges: "");
    scanf(""%d"", &E);

    // Calculate maximum edges possible in a DAG
    int maxPossible = V * (V - 1) / 2;

    // Remaining edges that can be added
    int maxAddable = maxPossible - E;

    printf(""Maximum edges that can be added to keep it a DAG: %d
"", maxAddable);

    return 0;
}
",1
"#include <stdio.h>
#include <stdlib.h>
#include <stdbool.h>
#include <string.h>

#define MAX 100

int time_counter = 0;

void APUtil(int u, bool visited[], int disc[], int low[], int parent[], bool ap[], int adj[MAX][MAX], int V) {
    int children = 0;
    visited[u] = true;

    disc[u] = low[u] = ++time_counter;

    for (int v = 0; v < V; v++) {
        if (adj[u][v]) {
            if (!visited[v]) {
                children++;
                parent[v] = u;
                APUtil(v, visited, disc, low, parent, ap, adj, V);

                // Check if the subtree rooted at v has a connection to one of the ancestors of u
                low[u] = (low[u] < low[v]) ? low[u] : low[v];

                // u is an articulation point in following cases:

                // Case 1: u is root of DFS tree and has two or more children
                if (parent[u] == -1 && children > 1)
                    ap[u] = true;

                // Case 2: If u is not root and low value of one of its child is more than discovery value of u
                if (parent[u] != -1 && low[v] >= disc[u])
                    ap[u] = true;
            }
            else if (v != parent[u]) {
                // Update low value of u for parent function calls.
                if (low[u] > disc[v])
                    low[u] = disc[v];
            }
        }
    }
}

void findArticulationPoints(int adj[MAX][MAX], int V) {
    bool visited[MAX];
    int disc[MAX];
    int low[MAX];
    int parent[MAX];
    bool ap[MAX];

    memset(visited, false, sizeof(visited));
    memset(ap, false, sizeof(ap));
    memset(parent, -1, sizeof(parent));

    for (int i = 0; i < V; i++) {
        if (!visited[i])
            APUtil(i, visited, disc, low, parent, ap, adj, V);
    }

    printf(""Articulation points in the graph are:
"");
    for (int i = 0; i < V; i++) {
        if (ap[i])
            printf(""%d "", i);
    }
    printf(""
"");
}

int main() {
    int V;
    printf(""Enter number of vertices: "");
    scanf(""%d"", &V);

    int adj[MAX][MAX];
    printf(""Enter adjacency matrix (undirected graph):
"");
    for (int i = 0; i < V; i++)
        for (int j = 0; j < V; j++)
            scanf(""%d"", &adj[i][j]);

    findArticulationPoints(adj, V);

    return 0;
}
",1
